path,sha256,unit,run_id,run_manifest,recorded_status,recorded_verdict,findings,findings_status,findings_verdict,ownership_basis
results/annual/U11R02-v01/N10_seed42_cluster8_hourly.csv,ed3a24ecd3f1a066af20e085916bd06b35e2909c26da439370c2305f0979078a,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed42_cluster9_cbc.log,e0db29e0abcdb9cf219a6e434cb7132de68ba137d0fc835cbb45063eca7c813d,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed42_cluster9_hourly.csv,178998c6969d7327ed3ecd1133d26d71341a2095ce33f9a85bf3df91730f3f83,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed42_labels.csv,67b1ce0ddef77e8642604ac768227d3d5d327704af9f9afd207be9e1bd3036fe,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed42_summary.csv,7ae0f7b37b2c77abc78c8323b6d9486d4d45df494970e8e5e90607be20356aea,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed42_weights.csv,2fc38a94ab608892fb014ed0e7d7271f910f861945aeefff930d791d33378482,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_centers.csv,d40a2cf8ce9834317a89901f770c499fe6f2a29bcbb29841b1241042ff9340fd,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster0_cbc.log,ea16390d87b0815521401cf7f1a0e76f12ca38d44120e5b2c8c50ac1a3bf96d9,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster0_hourly.csv,33ed59a0a3e7d5fdbdd7d75066bb92514adaae4d9d0d2a62a70585fc35a922c9,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster1_cbc.log,5c66112f0a91c8ef343dbc69cbc46367af8f219212a948ffbad0fea0bac3c95f,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster1_hourly.csv,feed9ead73aa056ffc3e812fe0b813fcebf75678b82dd86776b7055f446ff85a,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster2_cbc.log,232c837b281f35d87465a2f65b5bd94aa588634aa9b1aac344c2cf279653af5b,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster2_hourly.csv,dd941de1f87a235bd066b2b546abf0283d9cdcdde02cb568d0afa92f95d34e62,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster3_cbc.log,cd81cba187d9390d3da887ab8efeb6d3a11bdfc540134740f834cb00380fff2b,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster3_hourly.csv,7425a0d8ae8004b6fa32e1ba388d7384451eb42a42e758b4b567a33577ee08e0,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster4_cbc.log,20f7cddbd31058ea9c4ac0065bd04f54d24f3ac1d718efd079fc13701cf06c96,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster4_hourly.csv,ab56f9574fc116b1c853ebb017f801aa966deece0165500c6545dfc82e795a1e,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster5_cbc.log,3df1ba9f93def61f46c4b37edadac5080aaaf5d0acb496ad6a196697a5172ac4,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster5_hourly.csv,f6a7a894e28d95da995a545fc8984a84b0ffab04e7c4644bf33f0602e8a778a7,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster6_cbc.log,aaf620d46891d0bc78564cc28c7a2b6a8d123b8317b9dc7f35f84e9e4e768c3b,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster6_hourly.csv,e8ccf9a33717f89e55be49b4a4728297ca005c8c4c72238081ca2148ac916428,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster7_cbc.log,9fb363e9b71435834f87b4e36d142b5903fd014668041bd5e65a006ecddc8b37,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster7_hourly.csv,b580cb168d1ec6618a08124cb36b74ff5553e86e1b82c7d66c6a2b7ca71031a3,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster8_cbc.log,684668341677a1ff371c2d936beed6eff2ba91a6b46e2c47e3d9cf52f057308f,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster8_hourly.csv,df13a685f57824839558bb5cb552138dff74a87da3c16c72ecdc9d5423aacc0e,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster9_cbc.log,5c8094c3c6e051aac482ff947a32f26476aa0ec31a197fb0f1e0435c0f9dd0cc,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_cluster9_hourly.csv,0186dcb9557ce7337248a7a0210d296f8d3adcef51fd7888f1faa492c00febdf,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_labels.csv,991c9575766ba2e0ce153b62c885d44bb7eb04bc586c3adcf45fbdbebafa1ed9,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_summary.csv,682094d5f62dd0fb778a09860c8def6c75516e73da733a6d1ed59e653cea4ecf,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N10_seed7_weights.csv,773d180de5a081fdc955ece4a6eee4267f74d5c91c4e5ebef9f73e91f762aa7c,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_centers.csv,9901ede603ed4b389d7c4cf2093e46da7ba89135130f231aca151a905f367342,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster0_cbc.log,2abc7fbd73b883ca0c408265db491a9f0dec97244897c8c3678692357af22e91,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster0_hourly.csv,5607366008a368224e51e5d3fa301ba63a7d429dd0cfbfccfbc9862275ef18e9,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster10_cbc.log,877d6eef8241935e67ceae0100bb18386b18a7dd43b3701a9ef8b3bbaea9c506,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster10_hourly.csv,58c498cce874b9d09cf9ad435e72b7006509bee75db048b4d281cdaf9a4f073b,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster11_cbc.log,b3068583fde94bd014781de6d1ebb13f7c4d0f5d3be6450e6c0640e0699b7437,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster11_hourly.csv,890e3f5a93dbd675fb3748eef9867658c7217824f646a5dd22fb43afa0a6d007,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster1_cbc.log,95c8b7cfbb00f679dfbb1d1eeb456af7dafa7213cc5ae20ec219f47ec529ab04,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster1_hourly.csv,906986231523410f5450ea16f3f3a6d5e1c456cff970c0dd97fee1c99077b3bc,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster2_cbc.log,32e9fa832d3311eb466bf9d411592e9a81a9f63a3efae3d1e1472c40e25b7563,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster2_hourly.csv,fd19e85822d5d423f40fab041460cdfb3c6733f5c158d69e662b90ca9728ce08,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster3_cbc.log,7a2d31fb01c962357accc388de16fee8a23b39c0928fd7003fb5f864d0f0efd5,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster3_hourly.csv,3a35cde689f4d546aad4059326cfef012e1832f4a7ef77b68fac10dffbdc76aa,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster4_cbc.log,3a1eccacd9842c6cae7fedd12d1c0e62ed6c7cbc636c75a4e2eb808a10538460,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster4_hourly.csv,5769d5e8d4b0aadd6e5b2086fc117d9421195305c0d3c38752e990f073e25013,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster5_cbc.log,c603cb9db721cd17d16d513d16c95bebd1a1f67f2a4f7f34af4f395ac1b0e779,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster5_hourly.csv,b455f532112491769ffae108cb4b82b1393aa690fe4ecf81173c1f2176e4a203,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster6_cbc.log,aa7256b741ae80e40606a868ccd524f440a1b37ea392ef21a395aec7d8b89d32,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster6_hourly.csv,0f8048fc260baf6b8f99e95ff456134219be387002c368583ca67b2dd7c11f4a,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster7_cbc.log,9a8aab680c2a387f200d11b5071907e171c1061d47a51555ae6a3b2499242885,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster7_hourly.csv,72dd679cb266fafa8b21927a210b6fe05c29f33c234d48e721ae140013b8f830,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster8_cbc.log,33af90bfde43a8a1cbae95d43f8e4efd57c280adc0cb7db0de2b77b92e0ab5f6,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster8_hourly.csv,fd83f32d07e79b3e0d79b9b7ef00fbc29fd9fea24d44898ba8fe9a236a32b27b,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster9_cbc.log,9b10299ddc729e070e211208fb2dd15c819922a40a6b56d4793fac6a095a5b06,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_cluster9_hourly.csv,24fe99e5a9fe8b908284693f2b57b3dd1f3862ce2c16892ab794e607518a23dd,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_labels.csv,e5cb0d18d356be13db4b2d5eb7c60dfe87e0a3ae57df9f2e9e40772c96ccab8a,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_summary.csv,1fd91bda750b2f5e9f371e9cc96e8c37f060fd2fd133e93e51000e54e12e242c,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed42_weights.csv,df9038d22755cfe0d1b41504ebea5a9a7032ddbe579c80b84980934b3fda2dc8,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed7_centers.csv,b362cdfec4422773071f5d3bea3ed93f0aaaa0bd9b380788b6ec6932bae0704d,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed7_cluster0_cbc.log,6f88d3418abba9f523ef7c42db5da2883f9d1a9a0a09270e8deed5b86f1aab76,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed7_cluster0_hourly.csv,82b82d9c49a1f2284383819faef109c14e4b491c1d5a7e3899a0291f607220a7,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed7_cluster10_cbc.log,e60172f9d618c5102ebceebfc42a416f3a8a01afbbc249f7a87eb97d4f407a2e,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed7_cluster10_hourly.csv,691cf3d458698cd1f37f60dda7f26095ff2311f4333123574e8e8eb568696810,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed7_cluster11_cbc.log,47d74d097f5529371230d70a8366638f0b17f78a0bea4d505b537defc4c272ef,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed7_cluster11_hourly.csv,bd27c9fb689072e855ee3f0c8872eeac8836bb4626018bd4efef0d4c8b16e2ae,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed7_cluster1_cbc.log,c3a48efec5d63312859f2b0c736fd5d41e39474dde70bca3173ce0e6a4419be8,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed7_cluster1_hourly.csv,890e3f5a93dbd675fb3748eef9867658c7217824f646a5dd22fb43afa0a6d007,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
results/annual/U11R02-v01/N12_seed7_cluster2_cbc.log,62fecaf63ce958856929026253f42d49769105c17a82714c68d1d6f93eb45b55,U11R02,U11R02-v01,results/annual/U11R02-v01/run_manifest.json,complete,inconclusive,instructions/studies/U11R02-annual-coherent/findings.md,complete,inconclusive,nearest_run_manifest
